category,line,selector,tokens,hits
"still-used","11953",".flow-node","flow-node","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.scss"
"still-used","11965",".flow-node strong, .flow-node small","flow-node","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.scss"
"still-used","11972",".flow-node small","flow-node","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.html; frontend-angular/src/app/workbenches/process/stage/process-stage-workbench.component.scss"
"still-used","11978",".flow-terminal","flow-terminal","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","11992",".flow-terminal:not(.is-end)","flow-terminal is-end","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","11996",".flow-terminal::before","flow-terminal","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12004",".flow-terminal.is-end::before","flow-terminal is-end","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12008",".flow-gateway","flow-gateway","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12022",".flow-gateway::before","flow-gateway","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12036",".flow-gateway::after","flow-gateway","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12047",".flow-gateway span","flow-gateway","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12060",".flow-node.active, .flow-gateway.active, .flow-terminal.active, .flow-node.connecting, .flow-gateway.connecting, .flow-terminal.connecting","flow-node active flow-gateway flow-terminal connecting","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"still-used","12070",".flow-inline-panel, .flow-edge-panel","flow-inline-panel flow-edge-panel","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12084",".flow-inline-panel label","flow-inline-panel","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12089",".flow-role-combo","flow-role-combo","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12093",".flow-role-trigger","flow-role-trigger","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12109",".flow-role-trigger.has-value","flow-role-trigger has-value","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12114",".flow-role-trigger span","flow-role-trigger","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12120",".flow-role-trigger b","flow-role-trigger","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12125",".flow-role-menu","flow-role-menu","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12143",".flow-role-menu::-webkit-scrollbar","flow-role-menu","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12147",".flow-role-menu::-webkit-scrollbar-thumb","flow-role-menu","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12153",".flow-role-menu strong","flow-role-menu","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12158",".flow-role-option","flow-role-option","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12168",".flow-role-option input","flow-role-option","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12174",".flow-role-menu-footer","flow-role-menu-footer","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12181",".flow-role-menu-footer button","flow-role-menu-footer","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12193",".inline-panel-actions","inline-panel-actions","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12199",".inline-panel-actions button","inline-panel-actions","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12211",".flow-edge-panel","flow-edge-panel","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12219",".flow-edge-panel input","flow-edge-panel","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12223",".process-attachment-drawer","process-attachment-drawer","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12236",".process-attachment-drawer","process-attachment-drawer","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12245",".attachment-panel-head","attachment-panel-head","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12252",".attachment-panel-head strong","attachment-panel-head","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12256",".attachment-panel-head span","attachment-panel-head","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12265",".attachment-panel-head button","attachment-panel-head","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12274",".attachment-list","attachment-list","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12280",".attachment-card","attachment-card","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12291",".attachment-card-meta","attachment-card-meta","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12297",".attachment-card-meta strong","attachment-card-meta","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12306",".attachment-card-meta span","attachment-card-meta","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12314",".attachment-card-meta small, .attachment-empty","attachment-card-meta attachment-empty","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12320",".attachment-card-actions","attachment-card-actions","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12327",".attachment-card-actions button, .attachment-version-item button","attachment-card-actions attachment-version-item","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12339",".attachment-version-list","attachment-version-list","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12341",".attachment-version-item","attachment-version-item","frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html"
"still-used","12342",".process-editor-shell .process-flow-actions em","process-editor-shell process-flow-actions","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.scss; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"suspected-dead","12355",".node-editor-hero","node-editor-hero",""
"still-used","12367",".node-editor-hero.is-empty","node-editor-hero is-empty","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html"
